hero,ability_name,ability_icon,ability_description,source_url,counter,Weaknesses,Counters (prefered Heros)
White Fox,FOX FORM AWAKENING,https://r.res.easebar.com/pic/20260320/72a48398-8002-4dfa-9056-24f73c76bc01.png,"Enter Awakened state, transforming Spirit Tails into physical tails. While active, continuously drain Spirit Tail energy and heal nearby allies. Striking enemies provides additional area healing",https://www.marvelrivals.com/20260320/41360_1292187.html,,,
White Fox,SPIRIT SANCTUARY,https://r.res.easebar.com/pic/20260320/a69660c4-0140-4d93-b09e-88695bef6c4b.png,"Teleport to a chosen ally, instantly healing allies in the area while generating a shield",https://www.marvelrivals.com/20260320/41360_1292187.html,"Phoenix - Endsong Inferno, The Thing - Stone Haymaker, Mister Fantastic - Elastic Strength, Cloak&Dagger - Terror Cape, Iron Fist - Jeet Kune Do, Namor - Horn of Proteus, Magik - Soulsword, Magik - Eldritch Whirl, Magik - Demon's Rage, Peni Parker - Spider-Sweeper, Peni Parker - Bionic Spider-Nest, Peni Parker - Arachno-Mine, Thor - Storm Surge,",,
White Fox,TAIL SWEEP,https://r.res.easebar.com/pic/20260320/5c67a6c1-758c-467c-a4de-62f8fcf8ac11.png,"While Awakened, sweep forward tails to launch up hit enemies",https://www.marvelrivals.com/20260320/41360_1292187.html,"Emma Frost - Diamond Form,",,
White Fox,Predatory Pounce,https://r.res.easebar.com/pic/20260320/5f574241-b3e7-46e1-83c5-658beb3885c9.png,"While Awakened, dash forward. Hit an enemy to slow them, enabling a second dash that knocks back enemies",https://www.marvelrivals.com/20260320/41360_1292187.html,"Phoenix - Telepathic Illusion, Emma Frost - Carbon Crush, Emma Frost - Diamond Form, The Thing - Unyielding Will, Mister Fantastic - Distended Grip, Hulk - HULK SMASH!, Hulk - Indestructible Guard, Magneto - Iron Bullwark, Magneto - Metal Bulwark, Hulk - World Breaker,",,
White Fox,KUMIHO UNLEASHED,https://r.res.easebar.com/pic/20260320/b089d7a9-c6dd-46d3-a000-4c0954353ad4.png,Manifest the full Nine-Tailed Fox form and continuously heal nearby allies. Cannot receive healing effects from others while in this form,https://www.marvelrivals.com/20260320/41360_1292187.html,"Mantis - Spore Slumber, Luna Snow - Ice Arts, Blade - Scarlet Shroud, Blade - Thousand-Fold Slash, Ultron - Rage of Ultron, Emma Frost - Carbon Crush, Emma Frost - Psionic Seduction, The Thing - Clobberin' Time, Human Torch - Supernova, Wolverine - Last Stand, Wolverine - Feral Leap, Iron Fist - Dragon's Defense, Iron Fist - Living Chi, Iron Man - Invincible Pulse Cannon, Moon Knight - Hand of Khonshu, Moon Knight - Ancient Ankh, Winter Soldier - Trooper's Fist, Winter Soldier - Bionic Hook, Spider-man - Get Over Here!, Spider-man - Spectacular Spin, Jeff the Land Shark - It's Jeff!, Jeff the Land Shark - Aqua Burst, The Punisher - Final Judgement, Luna Snow - Ice Arts, Peni Parker - Spider-Sweeper, Peni Parker - Bionic Spider-Nest, Peni Parker - Arachno-Mine, Peni Parker - Cyber-Web Snare,",,
White Fox,SPIRIT FOX WARD,https://r.res.easebar.com/pic/20260320/4e7caa04-0fb0-4310-87b4-4754473e6016.png,"White Fox grants Luna Snow a spirit fox for protection. Luna can activate it for a burst of speed and fire it forward, healing allies in its path while applying Charm to enemies",https://www.marvelrivals.com/20260320/41360_1292187.html,,,
White Fox,NINE-TAILED AURA,https://r.res.easebar.com/pic/20260416/dba9f061-232b-4cca-8797-cf61c520201e.png,"Black Cat shares her luck with her allies. When White Fox embraces her newfound fortune, she unleashestracking Spirit Tails to grant Healing and Speed to allies, while damaging and Slowing foes. When Captain America enjoys his luck, his shield's block radius expands and allows him to aim deflectedProjectiles directly toward his target",https://www.marvelrivals.com/20260320/41360_1292187.html,,,
White Fox,NINEFOLD SLAM,https://r.res.easebar.com/pic/20260320/246d56d8-a7ff-40e7-ace5-01c0fd4b9a66.png,"In Kumiho Form, slam the ground, causing an explosive shockwave. Hitting enemies or summons grants One-Time Healing to self and nearby allies",https://www.marvelrivals.com/20260320/41360_1292187.html,"The Thing - Yancy Street Charge, Cloak&Dagger - Dark Teleportation,",,
White Fox,BLESSED BY THE NINE,https://r.res.easebar.com/pic/20260320/36acf930-5edb-4ccb-b782-333bc20b2050.png,"In Kumiho Form, select an ally to grant Continuous Healing, Unstoppable, and Life-Steal for a short time",https://www.marvelrivals.com/20260320/41360_1292187.html,"Cloak&Dagger - Terror Cape,",,
Elsa Bloodstone,DOUBLE-BARREL BLASTER,https://r.res.easebar.com/pic/20260210/8a132243-9cec-4ed8-aa27-f374bc58d1a7.png,Fire your shotgun forward,https://www.marvelrivals.com/20260212/41360_1286981.html,"Emma Frost - Mind's Aegis, Captain America - Living Legend, Magneto - Metallic Curtain, Doctor Strange - Shield of the Seraphim, Groot - Thornlash Wall, Groot - Ironwood Wall, Deadpool - Magical Unicorn Shield!, Invisible Woman - Guardian Shield, Hawkeye - Piercing Arrow, Hawkeye - Ronin Slash, Star-Lord - Blaster Barrage, Deadpool - Skill Issue - UPGRADED, Deadpool - SKILL ISSUE, Deadpool - The Ban Hammer, Deadpool - THE BAN HAMMER - UPGRADED, Deadpool - Pwnage Pound, Deadpool - Pwnage Pound - Upgraded,",,
Elsa Bloodstone,MONSTER-PIERCER,https://r.res.easebar.com/pic/20260210/ff430438-d356-492c-bd28-2c68160d3a7a.png,Unleash your elephant gun forward. Bullets pierce enemies and deal high damage,https://www.marvelrivals.com/20260212/41360_1286981.html,"Deadpool - Skill Issue - UPGRADED, Deadpool - SKILL ISSUE, Deadpool - The Ban Hammer, Deadpool - THE BAN HAMMER - UPGRADED, Deadpool - Pwnage Pound, Deadpool - Pwnage Pound - Upgraded,",,
Elsa Bloodstone,INHERITED INSTINCT,https://r.res.easebar.com/pic/20260210/4b228e3f-c80f-4bd7-903f-c38148164bd9.png,Dealing damage increases hunting Instinct. Defeating enemies caught by Smoky Snare grants additional Instinct. Higher Instinct reduces the cooldown of Helix Advance,https://www.marvelrivals.com/20260212/41360_1286981.html,,,
Elsa Bloodstone,RUTHLESS PURSUIT,https://r.res.easebar.com/pic/20260210/d3e00685-1ad7-4e9d-a9cc-4d176abfdf09.png,"Dash forward, gaining Bonus Health and launching enemies hit. Follow up with a Double-Barrel Blaster shot that propels you backward and Slows enemies. Using either stage empowers your next Double-Barrel Blaster, transforming it into Monster-Piercer",https://www.marvelrivals.com/20260212/41360_1286981.html,"Phoenix - Telepathic Illusion, Emma Frost - Diamond Form, Black Widow - Electro-Plasma Explosion, Black Widow - Edge Dancer, Namor - Horn of Proteus, The Thing - Yancy Street Charge, Winter Soldier - Trooper's Fist, Winter Soldier - Bionic Hook,",,
Elsa Bloodstone,HELIX ADVANCE,https://r.res.easebar.com/pic/20260210/d5490ea6-b478-4c97-9ef7-20621038e83e.png,Dash forward. Your next Double-Barrel Blaster becomes Monster-Piercer,https://www.marvelrivals.com/20260212/41360_1286981.html,,,
Elsa Bloodstone,LIVING BULLET,https://r.res.easebar.com/pic/20260210/4931ed8c-267e-4117-bc98-174750ceebdf.png,"Fire a Living Bullet round that splits upon impact, seeking nearby enemies and marking each with a Spectral Sigil. Hitting marked targets with Double-Barrel Blaster or Monster-Piercer grants Elsa a brief Speed boost. Living Bullets deal extra damage to shields and enemies with Bonus Health",https://www.marvelrivals.com/20260212/41360_1286981.html,,,
Elsa Bloodstone,SMOKY SNARE,https://r.res.easebar.com/pic/20260210/a23b9d06-1993-42ec-91af-c2e44696ba07.png,"Launch a trap containing the monster Diablo. Once deployed, it becomes Invisible and Invulnerable. When an enemy triggers it, Diablo Immobilizes and Damages them. Use to dash to the trapped enemy. Enemies can destroy Diablo to break free",https://www.marvelrivals.com/20260212/41360_1286981.html,"Phoenix - Endsong Inferno,",,
Elsa Bloodstone,APEX PREDATOR,https://r.res.easebar.com/pic/20260210/baae636a-b026-4d93-b08f-3185544fbeb3.png,"Summon the Glartrox to charge forward. The Glartrox can be recalled to charge back toward Elsa. When colliding with terrain or upon return, it bites fiercely, dealing heavy damage",https://www.marvelrivals.com/20260212/41360_1286981.html,"Mantis - Spore Slumber, Luna Snow - Ice Arts, Blade - Scarlet Shroud, Phoenix - Endsong Inferno, Ultron - Rage of Ultron, Emma Frost - Diamond Form, Mister Fantastic - Reflexive Rubber, Wolverine - Regenerative Healing Factor, Cloak&Dagger - Dark Teleportation, Iron Fist - Dragon's Defense, Psylocke - Dance of the Butterfly, Iron Man - Invincible Pulse Cannon, Namor - Horn of Proteus, Magik - Stepping Discs, Star-Lord - Stellar Shift, Hulk - HULK SMASH!, Hulk - Indestructible Guard, Magneto - Iron Bullwark, Magneto - Metal Bulwark, Hulk - World Breaker, Jeff the Land Shark - It's Jeff!, The Punisher - Culling Turret, The Punisher - Final Judgement, Adam Warlock - Karmic Revival, Adam Warlock - Regenerative Cocoon, Loki - Regeneration Domain, Loki - Devious Exchange, Peni Parker - Cyber-Web Snare,",,
Elsa Bloodstone,BLOODSTONE'S BOOMBOX BULLETS,https://r.res.easebar.com/pic/20260210/ef8a763c-f6b0-4c09-9217-37d1796495c2.png,"Deadpool hands Jeff the Land Shark a plushie. Jeff can spit it ahead where it'll continuously Taunt nearby enemies and Block Vision, while allies in range are healed! Elsa Bloodstone's Living Bullet changes to special rounds that Taunt targets with Deadpool's chatter, while Slowing, and damaging nearby enemies over time. Elsa can recall the rounds to heal based on damage dealt",https://www.marvelrivals.com/20260212/41360_1286981.html,"Blade - Daywalker Dash,",,
Deadpool,DUAL DESERT EAGLES - VANGUARD,https://r.res.easebar.com/pic/20260114/612130fb-e64b-45c5-a9fe-536fce19cb0a.png,"Nobody lays a finger on my teammates! Anyone tries, and I'm firing these big boy bullets straight at their face!",https://www.marvelrivals.com/20260115/41360_1281973.html,"Emma Frost - Mind's Aegis, Captain America - Living Legend, Magneto - Metallic Curtain, Doctor Strange - Shield of the Seraphim, Groot - Thornlash Wall, Groot - Ironwood Wall, Deadpool - Magical Unicorn Shield!, Invisible Woman - Guardian Shield, Hawkeye - Piercing Arrow, Hawkeye - Ronin Slash,",,
Deadpool,THE BAN HAMMER,https://r.res.easebar.com/pic/20260116/2dd26fc5-baa0-418f-8130-fb8e96ff90b4.png,"You! Yeah, you - the hyper one! Eyes off my friends. I sentence you to...whatever! Get ready to be taunted. I get bonus HP and healing, and if you whiff your abilities, you take damage, and I get even more HP!",https://www.marvelrivals.com/20260115/41360_1281973.html,"Mantis - Soul Resurgence, Luna Snow - Fate of Both Worlds, Cloak&Dagger - Terror Cape, Cloak&Dagger - Dark Teleportation, Iron Fist - Dragon's Defense, Star-Lord - Galactic Legend, Rocket Raccoon - B.R.B., Loki - Regeneration Domain,",,
Deadpool,MAGICAL UNICORN SHIELD!,https://r.res.easebar.com/pic/20260114/fef38c04-fee0-40a5-ad7f-79577aa45743.png,"Plushie power! It stops every single attack those chumps throw, giving my team a safety bubble. It's cute AND bulletproof",https://www.marvelrivals.com/20260115/41360_1281973.html,"Phoenix - Endsong Inferno, Ultron - Imperative: Patch, The Thing - Stone Haymaker, Wolverine - Savage Claw, Iron Fist - Jeet Kune Do, Hawkeye - Blast Arrow, Hawkeye - Hypersonic Arrow, Magik - Soulsword, Magik - Eldritch Whirl, Magik - Demon's Rage, The Punisher - Final Judgement,",,
Deadpool,BUNNY BOUNCE,https://r.res.easebar.com/pic/20260114/183eb974-55a8-488f-bd08-ef83ad4688e3.png,"Yup, I can double jump in midair! During The Big Test and its upgrade, I can also stomp heads and wall jump to reset its cooldown. Stomp enemies so hard they won't get near my team!",https://www.marvelrivals.com/20260115/41360_1281973.html,"Emma Frost - Carbon Crush, Winter Soldier - Trooper's Fist, Winter Soldier - Bionic Hook, Spider-man - Get Over Here!, Storm - Omega Hurricane, Storm - Goddess Boost, Peni Parker - Cyber-Web Snare, Thor - Storm Surge, Magneto - Mag-Cannon,",,
Deadpool,HEALING FACTOR,https://r.res.easebar.com/pic/20260114/eb588f97-66b2-45b7-b543-88aeaa167a58.png,"Out of combat? I'm healing up, staying battle-ready to protect my team. And if I'm about to croak? Surprise! I get a free pass, and my health zooms back up. Nice try, villains",https://www.marvelrivals.com/20260115/41360_1281973.html,"Blade - Daywalker Dash, Moon Knight - Hand of Khonshu, Human Torch - Supernova, Spider-man - Spectacular Spin,",,
Deadpool,MAXIMUM FLAIR,https://r.res.easebar.com/pic/20260114/fc477704-7f13-4fc9-a949-55a43fd0399a.png,"Listen up, eyes on the prize, don't wander off! Every time my abilities land on a bad guy, the style points shoot up a notch! When it's full, I can pop my ultimate! With me on the team, you're all staying alive and fabulous!",https://www.marvelrivals.com/20260115/41360_1281973.html,,,
Deadpool,UPGRADE!,https://r.res.easebar.com/pic/20260114/8581a805-ffde-468d-9b45-47ea9dc540da.png,"I'm here to smack baddies, get XP, and shield my friends! When my XP is full, I get to upgrade an ability! Bonus: Score the final hit and force your foe into a selfieâmore XP for me! I'm invincible while striking my best duckface. No photobombs!",https://www.marvelrivals.com/20260115/41360_1281973.html,,,
Deadpool,DEADPOOL IN YOUR AREA - VANGUARD,https://r.res.easebar.com/pic/20260114/947a7dad-eb1a-48ae-a028-0c018245d0bd.png,"Want to hurt my team? Good luck! I hit you with a taunt, mess up your vision, and burn your health nonstop! Best part: my swords and guns go full turbo for the duration. Blink and you'll miss it",https://www.marvelrivals.com/20260115/41360_1281973.html,,,
Deadpool,Comical Chaos,https://r.res.easebar.com/pic/20260116/7ff581ee-1f52-4aae-97a8-37f03509c681.png,"Deadpool hands Jeff the Land Shark a plushie with attitude. Jeff can spit it ahead where it'll continuously Taunt nearby enemies and Block Vision, while allies in range enjoy a plush-powered healing party!",https://www.marvelrivals.com/20260115/41360_1281973.html,,,
Deadpool,KICK@$$ KATANA - VANGUARD,https://r.res.easebar.com/pic/20260114/cd46d5e0-bd27-47b8-b5af-a50a3ae283e4.png,Protecting my team means my katanas go full savage. No mercy for the baddies!,https://www.marvelrivals.com/20260115/41360_1281973.html,,,
Deadpool,THE BIG TEST,https://r.res.easebar.com/pic/20260116/01cf36e8-0774-4b0f-96eb-1860e9d8ad4a.png,"Wake the #!&% up, hero! We've got a game to win! Speed and healing buffs for starters, bonus Hazardous Hijinks for me, and extra HP for me and my nearby friends. Hit enough baddies with the right abilities exactly as I ask, and you unlock mega speed and healing, plus reset my Healing Factor cooldown!. Team protection mode: activated!",https://www.marvelrivals.com/20260115/41360_1281973.html,"Mantis - Spore Slumber, Luna Snow - Ice Arts, Emma Frost - Psionic Seduction, Winter Soldier - Tainted Voltage, Jeff the Land Shark - It's Jeff!, Peni Parker - Cyber-Web Snare, Thor - Storm Surge, Magneto - Mag-Cannon,",,
